 PENTAD       20E      70E      80E     100E     120E     140E     160E     120W      40W      10W
19880222    -0.47     0.76     1.20     1.51     1.45     0.91    -0.27    -1.21    -1.52    -1.35
19880227    -1.93    -0.28     0.23     1.40     2.13     2.30     1.19    -0.51    -1.66    -2.31
19880304    -2.22    -1.45    -0.91     0.12     1.08     1.92     1.86     0.74    -0.44    -1.54
19880309    -1.47    -1.42    -1.20    -0.54     0.22     1.07     1.53     1.06     0.30    -0.60
19880314    -1.76    -2.08    -1.86    -1.14    -0.15     1.12     2.08     1.80     0.91    -0.32
19880319    -1.06    -3.14    -3.19    -3.14    -2.26    -0.37     2.23     3.36     3.02     1.65
19880324     1.69    -2.02    -2.84    -4.23    -4.44    -3.17     0.21     3.21     4.40     4.20
19880329     2.88     1.34     0.72    -0.88    -2.15    -2.96    -2.31    -0.39     1.26     2.56
19880403     1.42     2.00     2.05     1.43     0.50    -0.77    -1.92    -1.88    -1.16    -0.03
19880408    -0.74     0.45     0.92     1.35     1.45     1.12     0.08    -0.92    -1.37    -1.40
19880413    -1.78    -0.37    -0.03     1.09     1.84     2.09     1.21    -0.29    -1.37    -2.03
19880418    -1.66    -1.00    -0.64     0.19     0.93     1.53     1.42     0.51    -0.40    -1.23
19880423    -1.23    -1.26    -0.94    -0.47     0.12     0.84     1.28     0.97     0.36    -0.41
19880428    -1.52    -1.75    -1.63    -0.95    -0.08     1.00     1.79     1.50     0.71    -0.34
19880503    -0.43    -1.65    -1.71    -1.77    -1.34    -0.36     1.11     1.83     1.73     1.03
19880508     0.19    -0.82    -0.94    -1.22    -1.16    -0.67     0.32     1.05     1.25     1.04
19880513    -1.11    -1.68    -1.63    -1.20    -0.49     0.53     1.51     1.56     1.03     0.14
19880518    -0.14    -1.49    -1.63    -1.85    -1.56    -0.66     0.84     1.75     1.82     1.27
19880523     1.69     1.02     0.63    -0.21    -0.96    -1.56    -1.44    -0.51     0.41     1.25
19880528     0.09     0.93     0.93     1.11     0.96     0.43    -0.50    -1.07    -1.13    -0.79
19880602    -1.02    -0.93    -0.68    -0.29     0.20     0.73     1.01     0.70     0.18    -0.43
19880607    -0.42    -0.88    -0.76    -0.75    -0.51    -0.02     0.61     0.84     0.70     0.31
19880612     0.44     0.33     0.22     0.03    -0.17    -0.36    -0.40    -0.21     0.02     0.26
19880617    -1.02    -0.39    -0.15     0.42     0.85     1.08     0.77     0.06    -0.53    -0.97
19880622    -1.82    -1.16    -0.78     0.14     0.98     1.68     1.62     0.66    -0.35    -1.28
19880627    -1.59    -0.99    -0.70     0.15     0.91     1.52     1.43     0.54    -0.35    -1.16
19880702    -1.73    -1.55    -1.27    -0.46     0.43     1.36     1.77     1.14     0.23    -0.80
19880707    -1.18    -1.36    -1.12    -0.69    -0.08     0.72     1.32     1.14     0.57    -0.23
19880712    -1.50    -1.73    -1.46    -0.88    -0.08     0.94     1.70     1.44     0.70    -0.31
19880717    -1.16    -2.16    -1.97    -1.73    -1.02     0.24     1.70     2.08     1.61     0.57
19880722     0.17    -0.57    -0.66    -0.90    -0.88    -0.54     0.19     0.76     0.93     0.79
19880727    -0.73    -0.85    -0.74    -0.46    -0.07     0.43     0.82     0.71     0.36    -0.14
19880801    -1.39    -1.84    -1.65    -1.16    -0.37     0.73     1.71     1.63     0.97    -0.06
19880806    -1.21    -1.58    -1.40    -0.97    -0.29     0.65     1.47     1.39     0.81    -0.08
19880811    -1.24    -1.24    -1.08    -0.50     0.16     0.91     1.33     0.96     0.32    -0.46
19880816    -2.15    -2.31    -2.00    -1.07     0.09     1.47     2.38     1.87     0.78    -0.64
19880821    -1.71    -1.72    -1.43    -0.68     0.21     1.23     1.82     1.33     0.47    -0.61
19880826    -2.34    -1.65    -1.23    -0.03     1.09     2.08     2.15     0.98    -0.29    -1.53
19880831    -2.33    -1.91    -1.55    -0.38     0.81     1.96     2.32     1.33     0.08    -1.25
19880905    -1.52    -1.35    -1.00    -0.32     0.41     1.19     1.51     0.97     0.18    -0.71
19880910    -1.71    -1.91    -1.65    -0.94    -0.01     1.14     1.95     1.60     0.73    -0.42
19880915    -0.69    -1.40    -1.38    -1.20    -0.70     0.15     1.15     1.43     1.13     0.44
19880920    -0.53    -2.03    -2.11    -2.19    -1.67    -0.45     1.35     2.24     2.11     1.27
19880925     0.20    -1.49    -1.64    -2.12    -1.98    -1.09     0.64     1.88     2.16     1.72
19880930     0.46    -0.97    -1.23    -1.73    -1.74    -1.14     0.26     1.39     1.77     1.57
19881005     1.43     0.36     0.03    -0.85    -1.45    -1.67    -1.02     0.16     1.01     1.56
19881010     0.00     0.08     0.03     0.08     0.09     0.06    -0.03    -0.10    -0.11    -0.09
19881015     0.10    -0.26    -0.38    -0.49    -0.47    -0.29     0.09     0.39     0.48     0.40
19881020     0.49     0.08    -0.05    -0.37    -0.57    -0.62    -0.32     0.12     0.43     0.59
19881025     0.29     0.32     0.29     0.13    -0.04    -0.24    -0.35    -0.26    -0.09     0.09
19881030     0.39     0.02     0.00    -0.31    -0.50    -0.54    -0.28     0.11     0.38     0.52
19881104    -0.11    -0.55    -0.57    -0.63    -0.51    -0.20     0.32     0.61     0.61     0.40
19881109     0.60     0.18     0.03    -0.32    -0.57    -0.67    -0.44     0.03     0.38     0.63
19881114    -0.38    -0.14    -0.14     0.14     0.33     0.43     0.30    -0.01    -0.24    -0.40
19881119    -0.49    -0.87    -1.01    -0.80    -0.41     0.16     0.77     0.88     0.63     0.18
19881124    -0.11    -0.83    -0.91    -1.03    -0.86    -0.36     0.47     0.95     0.98     0.67
19881129    -0.01     0.34     0.31     0.40     0.36     0.16    -0.19    -0.43    -0.47    -0.36
19881204    -1.22    -0.30     0.02     0.70     1.18     1.34     0.80    -0.16    -0.87    -1.33
19881209    -0.34    -0.33    -0.33    -0.18     0.02     0.22     0.36     0.27     0.09    -0.13
19881214     0.57     0.74     0.78     0.49     0.12    -0.38    -0.78    -0.71    -0.40     0.04
19881219     0.17     0.13     0.23     0.04    -0.12    -0.24    -0.24    -0.10     0.03     0.13
19881224     0.21     0.32     0.33     0.21     0.07    -0.12    -0.29    -0.28    -0.18    -0.02
19881229    -0.94    -0.56    -0.33     0.13     0.55     0.89     0.82     0.29    -0.23    -0.70
19890103    -0.70    -0.90    -0.79    -0.52    -0.12     0.42     0.87     0.80     0.45    -0.06
19890108    -1.24    -1.19    -1.08    -0.47     0.22     0.98     1.37     0.96     0.29    -0.50
19890113    -1.40    -2.29    -2.20    -1.75    -0.85     0.56     2.02     2.22     1.57     0.38
19890118    -0.67    -2.53    -2.79    -2.78    -2.04    -0.45     1.81     2.86     2.65     1.57
19890123     0.10    -1.51    -1.99    -2.19    -1.86    -0.86     0.87     1.95     2.09     1.57
19890128     0.84    -0.05    -0.40    -0.91    -1.17    -1.11    -0.41     0.45     0.96     1.17
19890202     0.17     0.30     0.26     0.20     0.10    -0.07    -0.25    -0.28    -0.20    -0.06
19890207    -0.62    -0.53    -0.41    -0.14     0.17     0.49     0.61     0.37     0.05    -0.31
19890212    -0.16    -0.02     0.03     0.13     0.19     0.20     0.10    -0.05    -0.14    -0.19
19890217    -1.12    -0.57    -0.38     0.24     0.75     1.11     0.92     0.22    -0.42    -0.94
19890222    -1.48    -2.09    -2.06    -1.46    -0.52     0.79     1.99     1.97     1.23     0.06
19890227    -0.63    -1.48    -1.68    -1.47    -0.91     0.05     1.23     1.62     1.33     0.60
19890304    -0.23    -0.72    -0.89    -0.82    -0.56    -0.09     0.56     0.83     0.73     0.39
19890309    -0.33    -0.91    -0.99    -0.95    -0.66    -0.10     0.66     0.98     0.86     0.45
19890314    -0.57    -0.38    -0.33    -0.05     0.24     0.50     0.54     0.27    -0.05    -0.38
19890319    -0.89    -0.62    -0.43     0.00     0.41     0.77     0.80     0.37    -0.11    -0.58
19890324    -1.18    -0.62    -0.41     0.24     0.78     1.15     0.97     0.24    -0.42    -0.98
19890329    -1.39    -1.33    -1.12    -0.49     0.24     1.05     1.49     1.05     0.32    -0.54
19890403    -0.53    -1.58    -1.59    -1.60    -1.16    -0.22     1.11     1.71     1.55     0.85
19890408    -0.01    -1.00    -1.12    -1.30    -1.12    -0.51     0.56     1.23     1.31     0.96
19890413     0.84    -0.18    -0.49    -1.05    -1.30    -1.18    -0.37     0.59     1.12     1.29
19890418     0.67    -0.18    -0.19    -0.82    -1.14    -1.10    -0.40     0.48     0.97     1.12
19890423     1.25     0.65     0.52    -0.22    -0.83    -1.27    -1.08    -0.29     0.45     1.05
19890428     0.52     0.99     1.03     0.86     0.48    -0.13    -0.83    -0.99    -0.75    -0.26
19890503    -1.09    -0.41    -0.08     0.46     0.89     1.12     0.79     0.04    -0.57    -1.03
19890508    -1.10    -0.99    -0.75    -0.28     0.26     0.84     1.10     0.73     0.16    -0.50
19890513    -0.32    -1.21    -1.30    -1.33    -1.01    -0.26     0.83     1.37     1.29     0.77
19890518     0.93    -0.77    -1.11    -1.89    -2.11    -1.63    -0.11     1.36     2.01     2.01
19890523     1.03     0.49     0.19    -0.34    -0.76    -1.03    -0.80    -0.14     0.43     0.89
19890528     0.35     0.33     0.36     0.12    -0.11    -0.34    -0.42    -0.25    -0.03     0.19
19890602    -0.18    -0.12    -0.23    -0.05     0.10     0.21     0.22     0.10    -0.03    -0.14
19890607    -0.10    -0.51    -0.52    -0.61    -0.51    -0.21     0.29     0.58     0.59     0.38
19890612    -0.03    -0.20    -0.31    -0.25    -0.15     0.00     0.19     0.25     0.22     0.13
19890617     0.12     0.40     0.28     0.37     0.32     0.11    -0.23    -0.42    -0.42    -0.26
19890622    -0.52     0.33     0.39     0.88     1.07     0.89     0.17    -0.60    -0.98    -1.04
19890627    -1.21    -0.67    -0.32     0.26     0.75     1.11     0.95     0.27    -0.37    -0.94
19890702    -1.01    -1.34    -1.14    -0.81    -0.27     0.51     1.21     1.17     0.71    -0.02
19890707    -0.78    -1.29    -1.25    -0.99    -0.49     0.28     1.10     1.22     0.87     0.21
19890712    -0.81    -1.35    -1.28    -1.04    -0.54     0.27     1.14     1.30     0.94     0.24
19890717     0.75     0.08    -0.24    -0.64    -0.87    -0.89    -0.42     0.23     0.66     0.90
19890722     0.59     1.10     0.89     0.85     0.54    -0.07    -0.81    -1.04    -0.83    -0.31
19890727     0.19     1.07     1.03     1.19     0.99     0.37    -0.62    -1.19    -1.20    -0.80
19890801    -0.40    -0.25    -0.15     0.02     0.19     0.33     0.32     0.13    -0.08    -0.28
19890806     0.05    -0.26    -0.24    -0.39    -0.40    -0.25     0.08     0.34     0.41     0.34
19890811    -0.01     0.14     0.07     0.18     0.20     0.15    -0.02    -0.16    -0.21    -0.17
19890816    -0.12     0.40     0.34     0.57     0.60     0.40    -0.09    -0.50    -0.64    -0.55
19890821    -0.54     0.09     0.19     0.57     0.76     0.73     0.26    -0.32    -0.67    -0.80
19890826    -0.67    -0.80    -0.73    -0.45    -0.07     0.42     0.79     0.68     0.34    -0.13
19890831    -0.47    -0.55    -0.53    -0.30    -0.02     0.32     0.57     0.48     0.24    -0.10
19890905    -0.06     0.14     0.21     0.23     0.21     0.13    -0.05    -0.18    -0.22    -0.20
19890910    -0.09     0.14     0.15     0.23     0.25     0.17    -0.01    -0.18    -0.25    -0.24
19890915    -0.22     0.39     0.48     0.71     0.73     0.49    -0.09    -0.58    -0.75    -0.68
19890920    -1.42    -0.91    -0.74     0.10     0.82     1.39     1.32     0.50    -0.32    -1.04
19890925    -0.86    -0.88    -0.87    -0.39     0.13     0.69     1.00     0.72     0.24    -0.32
19890930    -0.74    -0.94    -0.88    -0.57    -0.14     0.43     0.91     0.84     0.47    -0.07
19891005    -0.50    -0.91    -0.87    -0.77    -0.45     0.10     0.74     0.90     0.69     0.23
19891010    -0.38    -1.07    -1.18    -1.10    -0.75    -0.08     0.81     1.16     1.01     0.52
19891015     0.47    -0.62    -0.83    -1.27    -1.34    -0.96     0.06     0.96     1.31     1.24
19891020     0.73    -0.18    -0.41    -0.91    -1.15    -1.04    -0.32     0.53     1.00     1.15
19891025     1.32     0.52     0.23    -0.53    -1.10    -1.42    -1.03    -0.09     0.68     1.26
19891030    -0.03     0.47     0.53     0.66     0.60     0.30    -0.25    -0.61    -0.67    -0.51
19891104    -0.64     0.04     0.16     0.62     0.87     0.85     0.34    -0.32    -0.72    -0.90
19891109    -1.22    -0.22     0.05     0.81     1.30     1.44     0.80    -0.24    -0.98    -1.42
19891114    -0.63    -0.35    -0.19     0.09     0.35     0.55     0.50     0.17    -0.17    -0.48
19891119     0.46    -0.08    -0.18    -0.51    -0.68    -0.65    -0.25     0.27     0.57     0.69
19891124     0.56     0.59     0.60     0.31    -0.03    -0.42    -0.67    -0.51    -0.20     0.18
19891129    -0.31     0.57     0.88     1.11     1.06     0.66    -0.22    -0.90    -1.11    -0.97
19891204    -0.87    -0.21     0.12     0.59     0.89     0.97     0.53    -0.17    -0.66    -0.96
19891209    -0.74    -0.08     0.22     0.63     0.86     0.85     0.37    -0.28    -0.69    -0.91
19891214    -0.96    -0.25     0.03     0.58     0.95     1.07     0.62    -0.14    -0.69    -1.04
19891219    -0.80    -0.48    -0.40     0.10     0.52     0.83     0.75     0.26    -0.21    -0.62
19891224    -1.40    -1.22    -1.04    -0.34     0.40     1.16     1.46     0.91     0.15    -0.68
19891229    -1.01    -1.20    -1.18    -0.71    -0.09     0.68     1.27     1.09     0.56    -0.18
19900103    -1.21    -1.80    -1.76    -1.30    -0.52     0.60     1.67     1.72     1.12     0.14
19900108    -0.04    -0.94    -1.15    -1.27    -1.06    -0.46     0.57     1.18     1.23     0.87
19900113     0.17    -0.69    -0.92    -1.11    -1.00    -0.55     0.34     0.97     1.11     0.89
19900118     1.50     0.92     0.57    -0.20    -0.87    -1.40    -1.27    -0.44     0.39     1.12
19900123     1.12     0.53     0.28    -0.35    -0.85    -1.16    -0.90    -0.15     0.49     0.99
19900128     1.31     1.24     1.16     0.48    -0.25    -1.04    -1.43    -0.98    -0.27     0.55
19900202    -0.31     0.53     0.71     1.00     1.01     0.69    -0.11    -0.80    -1.04    -0.94
19900207    -1.07    -0.23     0.05     0.68     1.09     1.23     0.69    -0.20    -0.84    -1.21
19900212    -1.51    -0.87    -0.62     0.22     0.93     1.47     1.31     0.40    -0.46    -1.19
19900217    -2.34    -1.49    -1.13     0.12     1.25     2.19     2.11     0.84    -0.48    -1.68
19900222    -1.59    -1.84    -1.69    -1.00    -0.09     1.05     1.89     1.59     0.78    -0.33
19900227    -0.49    -1.26    -1.43    -1.27    -0.81     0.01     1.02     1.37     1.15     0.56
19900304     0.85    -0.80    -1.18    -1.86    -2.01    -1.49     0.01     1.39     1.98     1.93
19900309     2.80     0.93     0.26    -1.33    -2.48    -3.03    -1.99     0.10     1.72     2.84
19900314     2.52     1.49     0.99    -0.33    -1.49    -2.39    -2.17    -0.73     0.67     1.92
19900319     1.47     1.82     1.77     1.11     0.22    -0.92    -1.83    -1.63    -0.87     0.20
19900324     0.50     1.39     1.46     1.41     0.99     0.13    -1.02    -1.51    -1.33    -0.69
19900329    -1.50    -0.07     0.33     1.28     1.83     1.87     0.84    -0.59    -1.50    -1.94
19900403    -1.31    -1.17    -0.88    -0.29     0.36     1.05     1.33     0.84     0.15    -0.62
19900408    -0.58    -2.05    -2.17    -2.14    -1.56    -0.31     1.45     2.26     2.08     1.21
19900413     0.90    -0.51    -0.95    -1.54    -1.72    -1.38    -0.17     1.03     1.61     1.68
19900418     1.82     1.03     0.80    -0.28    -1.17    -1.84    -1.62    -0.50     0.56     1.46
19900423     1.15     1.53     1.49     1.01     0.30    -0.65    -1.48    -1.39    -0.81     0.05
19900428    -0.60     0.20     0.33     0.78     0.98     0.88     0.26    -0.46    -0.86    -0.98
19900503    -0.74    -0.64    -0.49    -0.18     0.17     0.54     0.71     0.46     0.09    -0.35
19900508    -1.06    -1.24    -1.10    -0.66    -0.07     0.68     1.25     1.07     0.54    -0.20
19900513    -0.25    -1.59    -1.79    -1.91    -1.52    -0.53     1.02     1.86     1.84     1.21
19900518     1.10    -0.49    -0.92    -1.71    -1.99    -1.66    -0.31     1.10     1.81     1.95
19900523     1.18     0.22    -0.11    -0.82    -1.27    -1.39    -0.76     0.24     0.94     1.36
19900528     0.58     0.05    -0.17    -0.51    -0.71    -0.72    -0.33     0.20     0.55     0.73
19900602     0.88     0.40     0.15    -0.31    -0.67    -0.90    -0.67    -0.08     0.41     0.79
19900607     0.73     0.45     0.27    -0.09    -0.42    -0.68    -0.64    -0.24     0.16     0.53
19900612     0.16     0.43     0.25     0.33     0.28     0.07    -0.25    -0.41    -0.39    -0.22
19900617     0.44    -0.09    -0.19    -0.53    -0.70    -0.65    -0.21     0.31     0.60     0.69
19900622     0.89     0.59     0.29    -0.08    -0.45    -0.76    -0.74    -0.31     0.15     0.60
